# This is a data file of potential over a plane
# Variables: N=40, Top=1, Right=-2, Bottom=3, Left=0, cycles=100

0	0	0
0	1	1
0	2	1
0	3	1
0	4	1
0	5	1
0	6	1
0	7	1
0	8	1
0	9	1
0	10	1
0	11	1
0	12	1
0	13	1
0	14	1
0	15	1
0	16	1
0	17	1
0	18	1
0	19	1
0	20	1
0	21	1
0	22	1
0	23	1
0	24	1
0	25	1
0	26	1
0	27	1
0	28	1
0	29	1
0	30	1
0	31	1
0	32	1
0	33	1
0	34	1
0	35	1
0	36	1
0	37	1
0	38	1
0	39	1
0	40	1

1	0	0
1	1	0.5
1	2	0.697628
1	3	0.790511
1	4	0.841256
1	5	0.872378
1	6	0.893102
1	7	0.907699
1	8	0.918358
1	9	0.9263
1	10	0.932252
1	11	0.936668
1	12	0.939842
1	13	0.941966
1	14	0.943169
1	15	0.943536
1	16	0.943118
1	17	0.941943
1	18	0.940018
1	19	0.937336
1	20	0.933872
1	21	0.929584
1	22	0.924412
1	23	0.918277
1	24	0.91107
1	25	0.902649
1	26	0.892828
1	27	0.88136
1	28	0.86791
1	29	0.852012
1	30	0.833018
1	31	0.80998
1	32	0.781472
1	33	0.745254
1	34	0.697603
1	35	0.63189
1	36	0.535254
1	37	0.379961
1	38	0.0984123
1	39	-0.497262
1	40	-2

2	0	0
2	1	0.30237
2	2	0.499998
2	3	0.623162
2	4	0.702136
2	5	0.755154
2	6	0.792335
2	7	0.819336
2	8	0.839432
2	9	0.854589
2	10	0.86604
2	11	0.87458
2	12	0.880733
2	13	0.884853
2	14	0.887175
2	15	0.887857
2	16	0.886992
2	17	0.884633
2	18	0.880793
2	19	0.875455
2	20	0.868568
2	21	0.860052
2	22	0.84979
2	23	0.837626
2	24	0.823352
2	25	0.806696
2	26	0.787304
2	27	0.764705
2	28	0.738265
2	29	0.707122
2	30	0.670081
2	31	0.625428
2	32	0.570654
2	33	0.501942
2	34	0.413267
2	35	0.294702
2	36	0.129164
2	37	-0.113822
2	38	-0.48905
2	39	-1.08746
2	40	-2

3	0	0
3	1	0.209487
3	2	0.376834
3	3	0.499997
3	4	0.588974
3	5	0.653765
3	6	0.701746
3	7	0.737883
3	8	0.765444
3	9	0.786585
