# This is a data file of potential over a plane
# Variables: N=25, Top=4, Right=1, Bottom=-4, Left=2, cycles=100000

# X	Y	V
0	0	2
0	1	2
0	2	2
0	3	2
0	4	2
0	5	2
0	6	2
0	7	2
0	8	2
0	9	2
0	10	2
0	11	2
0	12	2
0	13	2
0	14	2
0	15	2
0	16	2
0	17	2
0	18	2
0	19	2
0	20	2
0	21	2
0	22	2
0	23	2
0	24	2
0	25	2

1	0	-4
1	1	-0.922556
1	2	0.500372
1	3	1.09897
1	4	1.34298
1	5	1.43773
1	6	1.50138
1	7	1.54464
1	8	1.58983
1	9	1.61958
1	10	1.65226
1	11	1.67184
1	12	1.698
1	13	1.71306
1	14	1.73699
1	15	1.74995
1	16	1.77418
1	17	1.78793
1	18	1.81455
1	19	1.83226
1	20	1.87566
1	21	1.89551
1	22	1.95423
1	23	2.20377
1	24	1.79602
1	25	4

2	0	-4
2	1	-2.26033
2	2	-0.811506
2	3	0.151557
2	4	0.677687
2	5	0.944
2	6	1.07548
2	7	1.16513
2	8	1.2341
2	9	1.29879
2	10	1.35151
2	11	1.4012
2	12	1.44142
2	13	1.48226
2	14	1.51722
2	15	1.55537
2	16	1.58899
2	17	1.62989
2	18	1.66915
2	19	1.71089
2	20	1.77289
2	21	1.86722
2	22	1.79457
2	23	2.47219
2	24	1.44642
2	25	4

3	0	-4
3	1	-2.85305
3	2	-1.69348
3	3	-0.716289
3	4	0.00363482
3	5	0.436167
3	6	0.69302
3	7	0.832415
3	8	0.940118
3	9	1.01946
3	10	1.10103
3	11	1.16427
3	12	1.2322
3	13	1.28335
3	14	1.34324
3	15	1.39007
3	16	1.44889
3	17	1.49533
3	18	1.56783
3	19	1.62016
3	20	1.67678
3	21	1.91017
3	22	1.59377
3	23	2.68991
3	24	1.1932
3	25	4

4	0	-4
4	1	-3.06519
4	2	-2.19001
4	3	-1.33547
4	4	-0.613985
4	5	-0.0538904
4	6	0.304502
4	7	0.540199
4	8	0.681289
4	9	0.795818
4	10	0.884259
4	11	0.973854
4	12	1.04821
4	13	1.12663
4	14	1.1912
4	15	1.26369
4	16	1.32794
4	17	1.39646
4	18	1.46534
4	19	1.5792
4	20	1.529
4	21	1.99591
4	22	1.35931
4	23	2.82295
4	24	0.977161
4	25	4

5	0	-4
5	1	-3.16887
5	2	-2.42204
5	3	-1.74061
5	4	-1.0734
5	5	-0.519253
5	6	-0.0643387
5	7	0.233976
5	8	0.45393
5	9	0.590048
5	10	0.712605
5	11	0.804113
5	12	0.904144
5	13	0.98371
5	14	1.07576
5	15	1.14689
5	16	1.24081
5	17	1.31609
5	18	1.38286
5	19	1.57959
5	20	1.40122
5	21	2.09052
5	22	1.21116
5	23	2.89535
5	24	0.862057
5	25	4

6	0	-4
6	1	-3.19945
6	2	-2.54032
6	3	-1.9338
6	4	-1.39112
6	5	-0.854471
6	6	-0.416707
6	7	-0.0384138
6	8	0.21434
6	9	0.418533
6	10	0.550448
6	11	0.676585
6	12	0.772348
6	13	0.878736
6	14	0.966379
6	15	1.06397
6	16	1.14238
6	17	1.26963
6	18	1.25798
6	19	1.59869
6	20	1.23284
6	21	2.1476
6	22	1.05465
6	23	2.91872
6	24	0.720248
6	25	4

7	0	-4
7	1	-3.25013
7	2	-2.5954
7	3	-2.06182
7	4	-1.55355
7	5	-1.11461
7	6	-0.666747
7	7	-0.315558
7	8	0.0112869
7	9	0.226162
7	10	0.42114
7	11	0.546009
7	12	0.678361
7	13	0.773773
7	14	0.892827
7	15	0.988153
7	16	1.07951
7	17	1.25066
7	18	1.18354
7	19	1.64128
7	20	1.15502
7	21	2.19699
7	22	1.00361
7	23	2.93845
7	24	0.667446
7	25	4

8	0	-4
8	1	-3.26124
8	2	-2.64914
8	3	-2.10611
8	4	-1.66794
8	5	-1.23438
8	6	-0.875295
8	7	-0.492508
8	8	-0.206978
8	9	0.0821026
8	10	0.267067
8	11	0.454121
8	12	0.574084
8	13	0.707664
8	14	0.798476
8	15	0.940402
8	16	0.963816
8	17	1.23298
8	18	1.041
8	19	1.64643
8	20	1.01914
8	21	2.19727
8	22	0.890962
8	23	2.93667
8	24	0.552591
8	25	4

9	0	-4
9	1	-3.29808
9	2	-2.67698
9	3	-2.1721
9	4	-1.70864
9	5	-1.34465
9	6	-0.963494
9	7	-0.668626
9	8	-0.329455
9	9	-0.0975631
9	10	0.167906
9	11	0.325051
9	12	0.512036
9	13	0.631471
9	14	0.759568
9	15	0.915485
9	16	0.934319
9	17	1.25434
9	18	1.01872
9	19	1.68112
9	20	1.01306
9	21	2.21845
9	22	0.890248
9	23	2.94849
9	24	0.544161
9	25	4

10	0	-4
10	1	-3.29601
10	2	-2.71257
10	3	-2.18688
10	4	-1.76748
10	5	-1.36507
10	6	-1.06155
10	7	-0.720017
10	8	-0.478467
10	9	-0.169825
10	10	0.0180928
10	11	0.26588
10	12	0.390816
10	13	0.584972
10	14	0.637577
10	15	0.874452
10	16	0.790145
10	17	1.22082
10	18	0.875003
10	19	1.65205
10	20	0.891336
10	21	2.19831
10	22	0.781166
10	23	2.94138
10	24	0.438661
10	25	4

11	0	-4
11	1	-3.32151
11	2	-2.72292
11	3	-2.23318
11	4	-1.77838
11	5	-1.42681
11	6	-1.06728
11	7	-0.815143
11	8	-0.499922
11	9	-0.306787
11	10	-0.0134362
11	11	0.142901
11	12	0.381305
11	13	0.536431
11	14	0.657204
11	15	0.894161
11	16	0.826512
11	17	1.25851
11	18	0.919405
11	19	1.67717
11	20	0.934239
11	21	2.21278
11	22	0.817554
11	23	2.94863
11	24	0.47266
11	25	4

12	0	-4
12	1	-3.31101
12	2	-2.74233
12	3	-2.22902
12	4	-1.81679
12	5	-1.41842
12	6	-1.12378
12	7	-0.796373
12	8	-0.589243
12	9	-0.293283
12	10	-0.155245
12	11	0.128645
12	12	0.194339
12	13	0.487816
12	14	0.458424
12	15	0.826552
12	16	0.644967
12	17	1.19584
12	18	0.762857
12	19	1.63316
12	20	0.797318
12	21	2.18753
12	22	0.693443
12	23	2.93732
12	24	0.356059
12	25	4

13	0	-4
13	1	-3.32947
13	2	-2.73903
13	3	-2.25656
13	4	-1.80721
13	5	-1.45836
13	6	-1.10209
13	7	-0.858218
13	8	-0.550968
13	9	-0.375948
13	10	-0.0805539
13	11	0.0634648
13	12	0.316793
13	13	0.477273
13	14	0.59689
13	15	0.861255
13	16	0.764426
13	17	1.23561
13	18	0.861999
13	19	1.65505
13	20	0.884638
13	21	2.19686
13	22	0.774473
13	23	2.94076
13	24	0.437709
13	25	4

14	0	-4
14	1	-3.31263
14	2	-2.74574
14	3	-2.23549
14	4	-1.82577
14	5	-1.42804
14	6	-1.13309
14	7	-0.810935
14	8	-0.626009
14	9	-0.34651
14	10	-0.268892
14	11	0.0401865
14	12	0.0170127
14	13	0.418756
14	14	0.281654
14	15	0.791424
14	16	0.512139
14	17	1.16624
14	18	0.665614
14	19	1.60376
14	20	0.708804
14	21	2.16691
14	22	0.611256
14	23	2.92556
14	24	0.285136
14	25	4

15	0	-4
15	1	-3.32466
15	2	-2.72946
15	3	-2.24382
15	4	-1.79573
15	5	-1.44958
15	6	-1.09217
15	7	-0.833589
15	8	-0.515744
15	9	-0.317281
15	10	-0.0367678
15	11	0.104712
15	12	0.328474
15	13	0.452813
15	14	0.586505
15	15	0.792124
15	16	0.749495
15	17	1.17481
15	18	0.834247
15	19	1.61966
15	20	0.852859
15	21	2.17033
15	22	0.754229
15	23	2.92445
15	24	0.431003
15	25	4

16	0	-4
16	1	-3.30096
16	2	-2.72413
16	3	-2.20405
16	4	-1.78606
16	5	-1.38951
16	6	-1.1148
16	7	-0.819623
16	8	-0.6774
16	9	-0.408085
16	10	-0.365348
16	11	-0.0231975
16	12	-0.0947307
16	13	0.382201
16	14	0.145881
16	15	0.780443
16	16	0.358132
16	17	1.1558
16	18	0.530504
16	19	1.56962
16	20	0.603012
16	21	2.12836
16	22	0.516394
16	23	2.90486
16	24	0.207808
16	25	4

17	0	-4
17	1	-3.30219
17	2	-2.69005
17	3	-2.19563
17	4	-1.73917
17	5	-1.36884
17	6	-0.98018
