# This is a data file of potential over a plane
# Variables: N=25, Top=4, Right=1, Bottom=-4, Left=2, cycles=100000

# X	Y	V
17	7	-0.679145
17	8	-0.35571
17	9	-0.146873
17	10	0.0824768
17	11	0.207848
17	12	0.37418
17	13	0.46594
17	14	0.605207
17	15	0.72535
17	16	0.78347
17	17	1.06744
17	18	0.862299
17	19	1.53599
17	20	0.845284
17	21	2.12504
17	22	0.746193
17	23	2.89579
17	24	0.451243
17	25	4

18	0	-4
18	1	-3.2695
18	2	-2.65843
18	3	-2.11542
18	4	-1.70858
18	5	-1.35453
18	6	-1.14445
18	7	-0.884599
18	8	-0.769446
18	9	-0.472588
18	10	-0.426058
18	11	-0.0494714
18	12	-0.136367
18	13	0.357537
18	14	0.0613767
18	15	0.758869
18	16	0.190461
18	17	1.16156
18	18	0.309791
18	19	1.56439
18	20	0.416866
18	21	2.07495
18	22	0.383493
18	23	2.86187
18	24	0.1029
18	25	4

19	0	-4
19	1	-3.25615
19	2	-2.61195
19	3	-2.06717
19	4	-1.53607
19	5	-1.07941
19	6	-0.651003
19	7	-0.345663
19	8	-0.0843021
19	9	0.0724906
19	10	0.225142
19	11	0.320544
19	12	0.43991
19	13	0.521247
19	14	0.637361
19	15	0.714856
19	16	0.826185
19	17	0.95335
19	18	0.949349
19	19	1.355
19	20	0.916618
19	21	1.99941
19	22	0.756846
19	23	2.8465
19	24	0.495265
19	25	4

20	0	-4
20	1	-3.18375
20	2	-2.53009
20	3	-2.02924
20	4	-1.72134
20	5	-1.44119
20	6	-1.25948
20	7	-0.960807
20	8	-0.809077
20	9	-0.46579
20	10	-0.418986
20	11	-0.0410009
20	12	-0.156251
20	13	0.320054
20	14	-0.00717997
20	15	0.684105
20	16	0.0438788
20	17	1.10774
20	18	0.0305172
20	19	1.5789
20	20	0.0532116
20	21	2.06818
20	22	0.111815
20	23	2.7854
20	24	-0.0566062
20	25	4

21	0	-4
21	1	-3.14694
21	2	-2.33306
21	3	-1.58625
21	4	-0.931316
21	5	-0.460582
21	6	-0.12874
21	7	0.0623807
21	8	0.205884
21	9	0.297601
21	10	0.395471
21	11	0.468109
21	12	0.554633
21	13	0.619067
21	14	0.698918
21	15	0.760809
21	16	0.846208
21	17	0.908221
21	18	1.00409
21	19	1.13666
21	20	1.07383
21	21	1.67383
21	22	0.885209
21	23	2.67838
21	24	0.561192
21	25	4

22	0	-4
22	1	-3.06241
22	2	-2.52436
22	3	-2.16715
22	4	-1.89744
22	5	-1.54013
22	6	-1.26274
22	7	-0.889648
22	8	-0.72643
22	9	-0.396397
22	10	-0.38928
22	11	-0.0428087
22	12	-0.196445
22	13	0.254447
22	14	-0.106312
22	15	0.556816
22	16	-0.112426
22	17	0.931104
22	18	-0.233541
22	19	1.45247
22	20	-0.442891
22	21	2.09237
22	22	-0.522567
22	23	2.77072
22	24	-0.404245
22	25	4

23	0	-4
23	1	-2.48059
23	2	-1.2192
23	3	-0.402637
23	4	0.0549354
23	5	0.274677
23	6	0.396635
23	7	0.469977
23	8	0.538976
23	9	0.592561
23	10	0.64782
23	11	0.689156
23	12	0.734583
23	13	0.769211
23	14	0.811407
23	15	0.845475
23	16	0.888352
23	17	0.928519
23	18	0.982827
23	19	1.02659
23	20	1.11507
23	21	1.24092
23	22	1.14369
23	23	2.06302
23	24	0.770971
23	25	4

24	0	-4
24	1	-3.2215
24	2	-2.74608
24	3	-2.22038
24	4	-1.76275
24	5	-1.30941
24	6	-1.04041
24	7	-0.720819
24	8	-0.626067
24	9	-0.351692
24	10	-0.394673
24	11	-0.0879047
24	12	-0.281984
24	13	0.133946
24	14	-0.265296
24	15	0.364877
24	16	-0.344427
24	17	0.658332
24	18	-0.541766
24	19	1.09102
24	20	-0.9143
24	21	1.787
24	22	-1.47286
24	23	2.77153
24	24	-1.60687
24	25	4

25	0	-4
25	1	1
25	2	1
25	3	1
25	4	1
25	5	1
25	6	1
25	7	1
25	8	1
25	9	1
25	10	1
25	11	1
25	12	1
25	13	1
25	14	1
25	15	1
25	16	1
25	17	1
25	18	1
25	19	1
25	20	1
25	21	1
25	22	1
25	23	1
25	24	1
25	25	1

